,name,rating,rating_count,industry,reviews,salaries,interviews,jobs,benefits,photos
6384,All India Council Technical Education,4.4,(171),New Delhi +30 other locations,171,195,10,--,3,--
6385,SVN SYSTECH INDIA,3.4,(171),IT Services & Consulting | Mumbai +22 other locations,171,774,12,--,2,--
6386,L&T Transportation Infrastructure,4.1,(171),Engineering & Construction | Mumbai +34 other locations,171,152,8,--,121,--
6387,Gateway Group of Companies,2.4,(171),IT Services & Consulting | Ahmedabad +7 other locations,171,1.1k,26,15,11,--
6388,Rabwin Industries,3.9,(171),Industrial Machinery | Coimbatore +4 other locations,171,781,7,--,9,--
6389,Kaff Appliances (india),3.2,(171),Consumer Electronics & Appliances | Gurugram +32 other locations,171,661,14,--,11,--
6390,Unique Engineers,3.6,(171),Industrial Machinery | Gurugram +33 other locations,171,771,11,1,15,--
6391,FunnL,3.3,(171),Marketing & Advertising | Hyderabad +1 other locations,171,835,7,1,3,--
6392,Meditrina Hospital,4.0,(171),Healthcare | Kollam +14 other locations,171,494,4,20,4,3
6393,Mega Rubber Technologies,3.6,(171),Auto Components | Gurugram +15 other locations,171,722,11,--,8,1
6394,Tata Realty and Infrastructure,3.9,(171),Real Estate | Mumbai +25 other locations,171,917,9,39,9,--
6395,Theon Pharmaceuticals,3.6,(171),Pharma | Baddi +12 other locations,171,745,14,4,13,--
6396,Ramee Group of Hotels,3.5,(171),Hospitality | Mumbai +17 other locations,171,614,8,3,17,1
6397,Ginger Webs,2.6,(171),IT Services & Consulting | Noida +7 other locations,171,980,18,2,8,--
6398,Bewakoof,3.8,(172),Fashion & Textile | Mumbai +14 other locations,172,876,15,5,22,--
6399,Daebu Automotive Seat,3.3,(171),Auto Components | Chennai +9 other locations,171,684,6,--,20,--
6400,Tata Realty and Infrastructure,3.9,(171),Real Estate | Mumbai +25 other locations,171,917,9,39,9,--
6401,Ciklum,3.7,(171),IT Services & Consulting | Pune +2 other locations,171,852,30,76,2,11
6402,Lennox India Technology Centre,3.6,(171),Industrial Machinery | Chennai +2 other locations,171,1k,26,56,18,11
6403,Linkquest Telecom,3.4,(171),Telecom | Noida +31 other locations,171,463,9,--,9,--
6404,Unique Engineers,3.6,(171),Industrial Machinery | Gurugram +33 other locations,171,771,11,1,15,--
6405,Rabwin Industries,3.9,(171),Industrial Machinery | Coimbatore +4 other locations,171,781,7,--,9,--
6406,Ramee Group of Hotels,3.5,(171),Hospitality | Mumbai +17 other locations,171,614,8,3,17,1
6407,Sun Technologies,3.4,(171),IT Services & Consulting | Bengaluru +7 other locations,171,1.4k,20,11,14,--
6408,Daebu Automotive Seat,3.3,(171),Auto Components | Chennai +9 other locations,171,684,6,--,20,--
6409,Ginger Webs,2.6,(171),IT Services & Consulting | Noida +7 other locations,171,980,18,2,8,--
6410,Bewakoof,3.8,(172),Fashion & Textile | Mumbai +14 other locations,172,876,15,5,22,--
6411,Holostik,3.9,(171),Packaging | Noida +13 other locations,171,720,14,16,22,--
6412,Bajaj Financial Securities,4.3,(171),Financial Services | Pune +25 other locations,171,450,17,46,--,17
6413,Tynor Orthotics,3.3,(171),Fitness & Wellness | Sahibzada Ajit Singh Nagar +25 other locations,171,633,15,6,9,3
6414,ShopX,4.4,(170),Internet | Bengaluru +30 other locations,170,731,1,--,23,--
6415,Ranjit Buildcon,4.3,(170),Engineering & Construction | Ahmedabad +21 other locations,170,522,12,--,7,--
6416,Visible Alpha Solutions,3.6,(170),Analytics & KPO | Mumbai +6 other locations,170,1.1k,22,--,27,6
6417,Lamprell,4.0,(170),Oil & Gas | Sharjah +13 other locations,170,354,7,--,25,--
6418,Modelama Exports,3.9,(170),Fashion & Textile | Gurugram +5 other locations,170,645,5,--,9,--
6419,NaviSite,3.9,(170),IT Services & Consulting | Gurugram +4 other locations,170,1.4k,20,--,9,--
6420,ThinkPalm Technologies,3.9,(170),IT Services & Consulting | Kochi +5 other locations,170,1.4k,17,6,14,--
6421,Bengal Energy,3.8,(170),Power | Kharagpur +11 other locations,170,580,11,--,7,2
6422,Liyaans Properties,4.8,(170),Real Estate | Kolkata,170,57,5,2,5,1
6423,Ranjit Buildcon,4.3,(170),Engineering & Construction | Ahmedabad +21 other locations,170,522,12,--,7,--
6424,ABP Network,3.9,(170),Broadcasting | Noida +14 other locations,170,1.1k,5,--,14,--
6425,Hiranandani group,3.9,(170),Real Estate | Mumbai +20 other locations,170,857,11,--,25,--
6426,Modelama Exports,3.9,(170),Fashion & Textile | Gurugram +5 other locations,170,645,5,--,9,--
6427,Maya Academy of Advanced Cinematics,2.9,(170),Animation & VFX | Mumbai +39 other locations,170,577,25,2,8,--
6428,Yamaha Music India,3.6,(170),Media & Entertainment | Chennai +11 other locations,170,745,3,7,13,--
6429,Indian Council of Agricultural Research,3.8,(170),Education & Training | New Delhi +38 other locations,170,553,7,--,8,3
6430,NaviSite,3.9,(170),IT Services & Consulting | Gurugram +4 other locations,170,1.4k,20,--,9,--
6431,Gowtham Model School,3.8,(170),Education & Training | Hyderabad +15 other locations,170,539,14,--,11,3
6432,Visible Alpha Solutions,3.6,(170),Analytics & KPO | Mumbai +6 other locations,170,1.1k,22,--,27,6
6433,Lamprell,4.0,(170),Oil & Gas | Sharjah +13 other locations,170,354,7,--,25,--
6434,Ganges Internationale,2.7,(170),Power | Puducherry +9 other locations,170,799,9,--,20,--
6435,Gulf Oil Corporation,4.3,(170),Oil & Gas | Hyderabad +23 other locations,170,625,7,--,16,--
6436,Narayana Medical College & Hospital,3.8,(170),Healthcare | Nellore +12 other locations,170,504,8,--,13,--
6437,FutureSoft India,3.5,(170),Software Product | Bengaluru +13 other locations,170,585,16,34,2,37
6438,GDX Group,4.1,(170),Law Enforcement & Security | New Delhi +43 other locations,170,454,2,3,5,4
6439,Kenstar,3.7,(170),Consumer Electronics & Appliances | Gurugram +51 other locations,170,569,13,--,9,--
6440,Simplify3x Software,3.8,(176),Software Product | Bengaluru +6 other locations,176,1.2k,16,--,2,--
6441,3F Industries,3.5,(170),Food Processing | Nellore +23 other locations,170,757,8,7,12,--
6442,Lynk,3.2,(170),Logistics | Chennai +14 other locations,170,959,12,--,6,--
6443,MRCC Solutions,2.9,(170),IT Services & Consulting | Mumbai +9 other locations,170,921,11,4,11,--
6444,CRED,3.7,(170),FinTech | Bengaluru +15 other locations,170,2.1k,42,--,9,1
6445,Lanson Toyota,4.2,(170),Automobile | Chennai +10 other locations,170,503,7,4,9,2
6446,rebootXP,3.1,(170),Management Consulting | Noida +4 other locations,170,227,13,10,2,6
6447,W3Global,3.3,(170),Recruitment | Hyderabad +6 other locations,170,879,21,--,7,6
6448,Bharat Petroleum Mumbai Refinery,4.3,(170),Oil & Gas | Mumbai +12 other locations,170,667,13,--,4,--
6449,Kriya It,3.3,(170),Internet | Chittoor +10 other locations,170,823,19,--,12,--
6450,Decon Telecom Solutions,3.0,(170),Telecom | Gurugram +29 other locations,170,338,11,--,5,--
6451,Ferring Pharmaceuticals,4.0,(169),Pharma | Hyderabad +18 other locations,169,828,8,--,21,--
6452,Kepler Healthcare,3.4,(169),Pharma | Ahmedabad +53 other locations,169,385,9,--,6,--
6453,Mepro Pharmaceuticals,3.7,(169),Pharma | Vadodara +11 other locations,169,838,15,--,13,--
6454,Bobst India,3.8,(169),Industrial Machinery | Pune +10 other locations,169,858,15,1,16,--
6455,Synergy Property Development Services,3.8,(169),Real Estate | Bengaluru +20 other locations,169,501,5,--,32,--
6456,Inmakes Infotech,3.9,(169),Kochi +12 other locations,169,405,12,5,5,--
6457,Sellcraft Global Solutions,3.4,(169),IT Services & Consulting | Pune +10 other locations,169,1k,10,--,7,--
6458,SSK Group,3.5,(169),FMCG | Pune +61 other locations,169,497,5,--,11,--
6459,AIG Business Solution,3.4,(169),IT Services & Consulting | Gurugram +5 other locations,169,327,2,1,79,--
6460,Ray Engineering,4.1,(169),Engineering & Construction | Mumbai +29 other locations,169,542,4,--,11,1
6461,UTILITY PROJECTS AND SERVICES,3.9,(169),Engineering & Construction | Chennai +18 other locations,169,802,19,16,21,--
6462,Solenis,3.7,(169),Chemicals | Hyderabad +9 other locations,169,987,23,--,9,--
6463,Sterling Software Private Limited,3.5,(169),Software Product | Chennai +3 other locations,169,1.4k,9,9,9,--
6464,MasterSoft ERP Solutions,2.6,(169),Software Product | Nagpur +15 other locations,169,920,18,7,12,10
6465,Amalgam Steel,3.8,(169),Iron & Steel | Jamshedpur +11 other locations,169,792,16,4,7,28
6466,Express Roadways,3.6,(169),Logistics | New Delhi +36 other locations,169,688,9,--,12,2
6467,Vastu Finserve,4.0,(169),NBFC | Jaipur +66 other locations,169,403,5,11,1,--
6468,Jamboree Education,3.4,(169),EdTech | New Delhi +19 other locations,169,646,12,10,14,3
6469,VISION,3.8,(169),Management Consulting | New Delhi +72 other locations,169,643,10,--,15,--
6470,Nahar Industrial Enterprises,3.8,(169),Fashion & Textile | Chandigarh +15 other locations,169,663,11,14,16,--
6471,Peerless Hospital,4.1,(169),Healthcare | Kolkata +7 other locations,169,491,4,--,3,--
6472,Conviction HR,4.1,(169),Recruitment | Mumbai +12 other locations,169,410,29,10,54,1
6473,Qualsquad Infotech,3.1,(169),IT Services & Consulting | Pune +3 other locations,169,705,12,--,10,--
6474,The Millennium School,4.0,(169),Education & Training | Noida +25 other locations,169,552,9,6,20,--
6475,CPA Global,3.8,(169),IT Services & Consulting | Noida +6 other locations,169,866,14,--,40,--
6476,Safdarjung Hospital,4.4,(169),Healthcare | New Delhi +5 other locations,169,696,5,--,16,--
6477,Ind swift ltd. Gbu,3.5,(169),Chandigarh +21 other locations,169,731,10,--,2,--
6478,Smiiel - A Unit Of Motherson Sumi System,3.6,(169),Semiconductors | Noida +8 other locations,169,430,20,--,18,1
6479,Impressions Services,3.9,(170),Facility Management Services | Gurugram +15 other locations,170,699,2,2,13,--
6480,bloom Hotel Group,4.2,(169),Internet | New Delhi +19 other locations,169,660,11,10,6,3
6481,Expedien eSolutions,3.3,(169),IT Services & Consulting | Noida +9 other locations,169,849,12,1,22,--
6482,ePack Durables Solutions,3.8,(183),Dehradun +12 other locations,183,938,14,--,6,--
6483,Delivery.com,3.8,(169),Internet | Hyderabad +69 other locations,169,639,17,--,14,--
6484,Wonderchef Home Appliances,3.9,(169),Consumer Electronics & Appliances | Mumbai +31 other locations,169,683,16,3,12,--
6485,Wyzmindz Solutions,3.4,(170),IT Services & Consulting | Bengaluru +6 other locations,170,611,24,5,8,--
6486,Bry-Air (Asia),3.8,(169),Gurugram +16 other locations,169,729,8,31,14,1
6487,Ingenero Technologies,4.3,(169),IT Services & Consulting | Mumbai +4 other locations,169,906,12,--,7,6
6488,Azmeel Contracting,4.2,(169),Engineering & Construction | Al Jubail +9 other locations,169,248,4,--,20,--
6489,UMSL,3.7,(169),Engineering & Construction | Bhubaneswar +19 other locations,169,593,13,21,13,--
6490,Scribe EMR,4.0,(169),Analytics & KPO | Bengaluru +11 other locations,169,546,16,18,10,--
6491,Savills,3.8,(169),Real Estate | Bengaluru +15 other locations,169,1.1k,15,7,9,--
6492,Claris Lifesciences Ahmedabad,3.3,(168),Healthcare | Ahmedabad +16 other locations,168,382,1,--,28,--
6493,Allahabad Bank,4.1,(168),Banking | Kolkata +53 other locations,168,321,2,--,22,2
6494,Nisa Industrial Services,3.6,(168),Law Enforcement & Security | Mumbai +37 other locations,168,460,3,--,22,--
6495,Peninsula Land,4.0,(168),Real Estate | Mumbai +6 other locations,168,640,7,1,19,--
6496,Innovel Energy Services,3.2,(168),Power | Kolkata +14 other locations,168,391,16,5,5,8
6497,Alexander Mann Solutions,3.2,(168),Recruitment | Bengaluru +12 other locations,168,658,8,2,1,2
6498,Salzer Electronics,3.9,(168),Electrical Equipment | Coimbatore +14 other locations,168,840,8,--,10,--
6499,Way.com,4.1,(168),Internet | Thiruvananthapuram +4 other locations,168,485,9,1,3,5
6500,Brose India Automotive Systems,3.7,(168),Auto Components | Pune +3 other locations,168,1k,14,5,13,1
6501,Coverfox,3.7,(168),Insurance | Mumbai +9 other locations,168,642,7,13,16,8
6502,Woodrock Infotech Private Limited,3.0,(168),BPO | Kolkata +5 other locations,168,279,11,2,3,1
6503,Fraazo,3.4,(168),Internet | Mumbai +13 other locations,168,660,20,--,14,--
6504,OM Careers,2.4,(168),Recruitment | Ludhiana +7 other locations,168,334,12,--,22,--
6505,TerraCIS Technologies,3.7,(168),IT Services & Consulting | Gurugram +40 other locations,168,474,8,--,3,--
6506,Nerdy Turtlez,2.5,(168),EdTech | Kolkata +4 other locations,168,413,18,--,22,15
6507,Indian Terrain Fashions,4.3,(168),Fashion & Textile | Chennai +40 other locations,168,549,4,--,15,--
6508,Carryfast group,3.5,(168),Logistics | Indore +17 other locations,168,573,11,1,4,8
6509,SPX Flow Technology,4.4,(168),Industrial Machinery | Bengaluru +7 other locations,168,967,10,--,16,--
6510,Gsa Industries,3.9,(168),Patiala +7 other locations,168,557,12,11,3,--
6511,Croma Campus,3.9,(168),Education & Training | Noida +16 other locations,168,446,15,7,3,--
6512,Rain Carbon,4.1,(168),Visakhapatnam +5 other locations,168,549,14,--,7,--
6513,Imerys,3.7,(168),Metals & Mining | Visakhapatnam +18 other locations,168,733,9,2,19,--
6514,Graphite India,3.5,(168),Electrical Equipment | Nashik +10 other locations,168,679,6,--,15,--
6515,Atlassian,3.1,(168),Software Product | Bengaluru +6 other locations,168,4.2k,97,2,4,--
6516,Deshpande Foundation,4.0,(168),Non-Profit | Hubballi +20 other locations,168,550,9,8,11,1
6517,iQuanti,3.8,(168),Marketing & Advertising | Bengaluru +8 other locations,168,1.1k,18,16,13,--
6518,Ascolite - Aswani Industries Pvt. Ltd.,3.9,(168),Engineering & Construction | Surat +24 other locations,168,404,32,75,5,71
6519,Arvind Technocrats & Engineers LLP,3.6,(168),Engineering & Construction | New Delhi +31 other locations,168,281,10,4,6,--
6520,MUFG Intime India,3.5,(168),Mumbai +9 other locations,168,733,12,--,10,--
6521,Thinksys Software,3.8,(169),IT Services & Consulting | Noida +3 other locations,169,1k,18,11,35,--
6522,ART Housing Finance (India),3.7,(168),Financial Services | Gurugram +36 other locations,168,550,7,--,16,2
6523,Lepton Software Export & Research,3.6,(168),Software Product | Gurugram +9 other locations,168,724,25,11,5,21
6524,Facebook,4.4,(168),Internet | Bengaluru +27 other locations,168,1.2k,55,--,22,6
6525,NSL Sugars,3.9,(168),Food Processing | Hyderabad +21 other locations,168,543,7,15,10,--
6526,Neelachal Ispat Nigam,4.2,(168),Metals & Mining | Jajpur +13 other locations,168,522,18,--,11,1
6527,Katyayani Organics,4.0,(168),Agriculture | Bhopal +1 other locations,168,131,18,10,2,--
6528,iBall,4.1,(167),Consumer Electronics & Appliances | Mumbai +38 other locations,167,456,6,--,10,--
6529,P C CHANDRA JEWELLERS,3.7,(167),Jewellery | Kolkata +25 other locations,167,523,8,--,13,--
6530,Technocraft Industries,3.6,(167),Industrial Machinery | Mumbai +11 other locations,167,816,11,--,14,--
6531,Best Value Chem,3.9,(167),Chemicals | Vadodara +6 other locations,167,854,10,--,10,--
6532,Jindal Industries Private Limited,3.5,(167),Iron & Steel | Kolkata +21 other locations,167,1.7k,29,--,25,22
6533,ONKAR DIES,3.7,(167),Engineering & Construction | Pune +5 other locations,167,690,8,--,16,--
6534,Continental Tyres,3.4,(167),Auto Components | Meerut +23 other locations,167,588,6,--,11,--
6535,NNE,3.6,(167),Engineering & Construction | Bengaluru +8 other locations,167,1.1k,19,10,12,8
6536,Srijan Realty,3.8,(167),Real Estate | Kolkata +2 other locations,167,756,12,6,10,--
6537,Ruparel Realty,3.9,(167),Real Estate | Mumbai +3 other locations,167,676,15,12,7,--
6538,Okinawa Autotech,3.5,(167),Auto Components | Gurugram +26 other locations,167,591,9,--,8,--
6539,D.B ENGINEERING,4.2,(167),Industrial Machinery | New Delhi +16 other locations,167,348,15,74,13,3
6540,Shree Maruti Courier Service,4.0,(167),Logistics | Ahmedabad +44 other locations,167,770,10,--,7,--
6541,Inox Green Energy Services,4.0,(167),Electrical Equipment | Rajkot +39 other locations,167,488,13,--,5,10
6542,SHARON BIO MEDICINE,4.0,(167),Pharma | Dehradun +6 other locations,167,619,4,2,11,--
6543,Harvest Gold Industries,3.8,(167),Food Processing | New Delhi +19 other locations,167,561,17,--,9,--
6544,Da Milano Leathers,2.7,(167),Leather | New Delhi +24 other locations,167,573,16,--,14,--
6545,Intellect Bizware Services,3.9,(167),IT Services & Consulting | Mumbai +7 other locations,167,970,12,10,5,--
6546,Oceanic Pharmachem,4.1,(167),Pharma | Mumbai +2 other locations,167,126,32,3,38,--
6547,MiM-Essay,4.3,(167),Education & Training | New Delhi +2 other locations,167,242,15,--,2,--
6548,SEED Infotech,3.9,(167),IT Services & Consulting | Pune +18 other locations,167,510,9,9,11,7
6549,Federal Mogul Powertrain,3.7,(167),Auto Components | Bhiwadi +14 other locations,167,540,9,--,18,2
6550,Omega,3.8,(167),Industrial Machinery | Chennai +20 other locations,167,717,33,--,8,--
6551,Experian,3.9,(167),FinTech | Hyderabad +6 other locations,167,2k,24,214,9,--
6552,Alliant Talent,2.2,(167),Accounting & Auditing | Hyderabad +3 other locations,167,845,14,33,3,--
6553,M&G Global Services,3.4,(167),Financial Services | Mumbai +5 other locations,167,1.4k,12,15,7,3
6554,Rosmerta Safety Systems,3.4,(167),Gurugram +36 other locations,167,730,12,3,--,--
6555,Zebra Technologies,3.6,(167),IT Services & Consulting | Bengaluru +8 other locations,167,1.7k,29,2,17,--
6556,MyGlamm,3.5,(167),Internet | Mumbai +32 other locations,167,757,11,4,14,--
6557,Bose,3.5,(167),Consumer Electronics & Appliances | New Delhi +30 other locations,167,537,6,--,27,--
6558,Filo,3.4,(167),Internet | Gurugram +17 other locations,167,569,12,9,5,--
6559,Steadfast Medishield,4.0,(167),Pharma | Noida +14 other locations,167,396,18,1,38,4
6560,Omega,3.8,(167),Industrial Machinery | Chennai +20 other locations,167,717,33,--,8,--
6561,BYD Electronics,3.5,(167),Electronics Manufacturing | Chennai +14 other locations,167,800,14,--,11,7
6562,Macmillan Publishers,3.4,(166),Printing & Publishing | Bengaluru +29 other locations,166,486,10,--,23,--
6563,Ajanta Shoes,3.5,(166),Fashion & Textile | Kolkata +29 other locations,166,578,17,4,7,2
6564,Royal Bank of Scotland International,4.2,(166),Banking | Chennai +8 other locations,166,1.8k,12,--,28,--
6565,SKYMAP PHARMACEUTICALS,3.9,(166),Pharma | Roorkee +7 other locations,166,568,7,--,6,--
6566,Vignesh Polymers,3.5,(166),Auto Components | Chennai +15 other locations,166,944,9,--,5,--
6567,Kumar Properties,4.2,(166),Real Estate | Pune +8 other locations,166,846,13,6,6,--
6568,SMCC Construction India,4.2,(166),Engineering & Construction | New Delhi +21 other locations,166,560,10,--,19,--
